status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.subsection_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Scott Morrison said he was within the rules to travel to his home state without quarantining over the weekend that included Australia’s Father’s Day.,https://www.nytimes.com/2021/09/07/world/australia/covid-scott-morrison-fathers-day.html,Scott Morrison said he was within the rules to travel to his home state without quarantining over the weekend that included Australia’s Father’s Day.,"Prime Minister Scott Morrison defended traveling to his home state for Australian Father’s Day over the weekend, prompting a backlash in a country where millions of people have been unable to see loved ones because of strict measures against Covid-19.",NA,NA,The New York Times,2021-09-07T08:59:46+0000,article,Foreign,World,Australia,News,nyt://article/0985ae1a-2970-598f-adf2-3e4e5498e0ca,303,nyt://article/0985ae1a-2970-598f-adf2-3e4e5498e0ca,1946,10,30
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"As the country’s leader prepares for a likely third term, he is promising “common prosperity” to lift farmers and working families into the middle class.",https://www.nytimes.com/2021/09/07/world/asia/china-xi-common-prosperity.html,"As the country’s leader prepares for a likely third term, he is promising “common prosperity” to lift farmers and working families into the middle class.","Four decades ago, Deng Xiaoping declared that China would “let some people get rich first” in its race for growth. Now, Xi Jinping has put China’s tycoons on notice that it is time for them to share more wealth with the rest of the country.",A,1,The New York Times,2021-09-07T07:00:13+0000,article,Business,World,Asia Pacific,News,nyt://article/0b68dc76-431f-5885-8419-a821d741243f,1665,nyt://article/0b68dc76-431f-5885-8419-a821d741243f,1946,10,30
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,A suspect is in custody after seven robbers made off with jewelry with an estimated value of millions from the luxury jewelry store in central Paris.,https://www.nytimes.com/2021/09/08/world/europe/bulgari-paris-robbery.html,A suspect is in custody after seven robbers made off with jewelry with an estimated value of millions from the luxury jewelry store in central Paris.,"The three men, dressed in suits, could have passed for customers at the Bulgari store in central Paris. Armed with guns, however, their intentions were more nefarious. They stole a large haul of jewels from the Italian jewelry company.",NA,NA,The New York Times,2021-09-08T18:10:50+0000,article,Foreign,World,Europe,News,nyt://article/0c4bf4b1-a75e-55dd-8776-c4cc5856e7fa,508,nyt://article/0c4bf4b1-a75e-55dd-8776-c4cc5856e7fa,1946,10,30
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"“Viruses must move fast, but data can move even faster,” the W.H.O.’s director said in inaugurating the new international project.",https://www.nytimes.com/2021/09/01/world/africa/the-who-hub-covid.html,"“Viruses must move fast, but data can move even faster,” the W.H.O.’s director said in inaugurating the new international project.",The World Health Organization opened a center in Berlin on Wednesday where information can be shared to help prepare the world for the next global health crisis.,NA,NA,The New York Times,2021-09-01T21:08:18+0000,article,Foreign,World,Africa,News,nyt://article/0cc36b36-8186-5fe9-9787-0a23fcd81363,345,nyt://article/0cc36b36-8186-5fe9-9787-0a23fcd81363,1946,10,30
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Middle-aged women are part of the core base of Russia’s ruling party. Can its refusal to help domestic violence victims harm its support in this weekend’s elections?,https://www.nytimes.com/2021/09/14/world/europe/russia-election-domestic-violence.html,Middle-aged women are part of the core base of Russia’s ruling party. Can its refusal to help domestic violence victims harm its support in this weekend’s elections?,"MOSCOW — Sitting in the cramped kitchen of her suburban Moscow headquarters, Alyona Popova pointed to the five-story brick complex next door and explained why domestic violence is at the center of her campaign for a seat in the Duma, Russia’s lower house of Parliament.",A,4,The New York Times,2021-09-14T17:26:48+0000,article,Foreign,World,Europe,News,nyt://article/0da88912-7718-5573-8e48-4a82c0846ea3,1408,nyt://article/0da88912-7718-5573-8e48-4a82c0846ea3,1946,10,30
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The group, which holds annual events to remember those killed during the 1989 crackdown, had refused to hand over funding details.",https://www.nytimes.com/2021/09/08/world/asia/hong-kong-tiananmen-square-vigil.html,"The group, which holds annual events to remember those killed during the 1989 crackdown, had refused to hand over funding details.",HONG KONG — A Hong Kong group that organizes vigils for the anniversary of the Tiananmen Square crackdown said several of its leaders were arrested on Wednesday after it refused to provide information for a police investigation.,A,4,The New York Times,2021-09-08T01:48:40+0000,article,Foreign,World,Asia Pacific,News,nyt://article/0df77f71-0e08-56f2-abb0-a0b4848cff3a,545,nyt://article/0df77f71-0e08-56f2-abb0-a0b4848cff3a,1946,10,30
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"“I need to help my women to stand,” says Martha Agbani, who helped a group of women from the Niger Delta build a flourishing mangrove nursery.",https://www.nytimes.com/2021/09/03/world/africa/nigeria-delta-pollution-mangroves-agbani.html,"“I need to help my women to stand,” says Martha Agbani, who helped a group of women from the Niger Delta build a flourishing mangrove nursery.","YAATAAH, Nigeria — When the women arrived in the quiet, waterside village of Yaataah on an afternoon in May, some local young men hurried over to them. They offered to carry the women’s loads — old rice sacks and tin basins full of seeds, ready for planting — down to the swamp.",A,5,The New York Times,2021-09-03T14:29:26+0000,article,Foreign,World,Africa,News,nyt://article/0fc8973d-abf4-5495-951a-2cad327a3d00,1373,nyt://article/0fc8973d-abf4-5495-951a-2cad327a3d00,1946,10,30
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"A previous inquiry was cut short when the chief anti-corruption prosecutor was fired, but media reports of cash payments have prompted another one.",https://www.nytimes.com/2021/09/03/world/americas/guatemala-president-bribe-giammattei.html,"A previous inquiry was cut short when the chief anti-corruption prosecutor was fired, but media reports of cash payments have prompted another one.","GUATEMALA CITY — Guatemalan prosecutors have opened an investigation into allegations that Russian citizens paid a bribe to the nation’s president, Alejandro Giammattei, a spokesman for the attorney general’s office said Friday.",A,6,The New York Times,2021-09-03T21:47:13+0000,article,Foreign,World,Americas,News,nyt://article/103c1f5f-1c6d-538c-af6b-1fc919530bd8,401,nyt://article/103c1f5f-1c6d-538c-af6b-1fc919530bd8,1946,10,30
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Afghanistan desperately needs aid. Nonprofits desperately want to provide it. But the aid groups are being tested as never before by the uncertainty that has followed the Taliban takeover.,https://www.nytimes.com/2021/09/08/world/asia/afghanistan-aid-workers-taliban.html,Afghanistan desperately needs aid. Nonprofits desperately want to provide it. But the aid groups are being tested as never before by the uncertainty that has followed the Taliban takeover.,"Even as American and NATO forces and almost the entire Western diplomatic corps packed up and fled the Afghan capital last month as the Taliban seized control, a handful of international aid directors made a decision: They were staying put. ",A,1,The New York Times,2021-09-08T09:00:37+0000,article,Foreign,World,Asia Pacific,News,nyt://article/107de20e-38a3-5d4e-aa0f-b241c96eb662,1202,nyt://article/107de20e-38a3-5d4e-aa0f-b241c96eb662,1946,10,30
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"MEXICO CITY — A 7.1 magnitude earthquake struck near the port city of Acapulco Tuesday night, Mexico’s seismological agency said, shaking the capital, Mexico City, more than 230 miles away. At least one person was killed as a result, the authorities said.",https://www.nytimes.com/2021/09/07/world/americas/mexico-earthquake.html,,"MEXICO CITY — A 7.1 magnitude earthquake struck near the port city of Acapulco Tuesday night, Mexico’s seismological agency said, shaking the capital, Mexico City, more than 230 miles away. At least one person was killed as a result, the authorities said.",A,7,The New York Times,2021-09-08T02:29:41+0000,article,Foreign,World,Americas,News,nyt://article/12d8d00e-8035-57e1-b99b-50f5cf6d6b96,653,nyt://article/12d8d00e-8035-57e1-b99b-50f5cf6d6b96,1946,10,30
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"President Volodymyr Zelensky is expected to emphasize the important role Ukraine plays in containing Russia, aides to the Ukrainian leader said.",https://www.nytimes.com/2021/08/31/world/europe/ukraine-biden-zelensky.html,"President Volodymyr Zelensky is expected to emphasize the important role Ukraine plays in containing Russia, aides to the Ukrainian leader said.","MOSCOW — Unnerved by America’s abrupt and chaotic withdrawal from Afghanistan, the president of Ukraine, Volodymyr Zelensky, is expected to raise questions about U.S. security commitments when he meets President Biden on Wednesday, an adviser to the Ukrainian leader said.",A,8,The New York Times,2021-08-31T20:41:18+0000,article,Foreign,World,Europe,News,nyt://article/16f6bd3f-a0e6-551d-b03f-9e4db314f7c1,845,nyt://article/16f6bd3f-a0e6-551d-b03f-9e4db314f7c1,1946,20,8
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,The grandfather of a 6-year-old boy who survived an accident that killed his parents in May is under investigation after taking him to Israel.,https://www.nytimes.com/2021/09/13/world/europe/italy-israel-custody-cable-car.html,The grandfather of a 6-year-old boy who survived an accident that killed his parents in May is under investigation after taking him to Israel.,"ROME — A bitter custody dispute has flared over the fate of Eitan Biran, the sole survivor of a cable car crash that killed 14 people including his parents, after his paternal relatives in Italy accused his maternal grandfather of flying the boy to Israel over the weekend without their consent.",NA,NA,The New York Times,2021-09-13T13:17:50+0000,article,Foreign,World,Europe,News,nyt://article/18450dd2-97f7-5afe-a5c6-0fbcc02b58fc,911,nyt://article/18450dd2-97f7-5afe-a5c6-0fbcc02b58fc,1946,20,8
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Graphic images of the animals raised ire among activists, and some locals said the killings undermined the work of whale hunters who follow a centuries-old tradition that helps feed local people.",https://www.nytimes.com/2021/09/15/world/europe/dolphins-killed-faroe-islands.html,"Graphic images of the animals raised ire among activists, and some locals said the killings undermined the work of whale hunters who follow a centuries-old tradition that helps feed local people.","The custom of whale and dolphin hunting, known as grindadrap, is a centuries-old practice in the Faroe Islands and a key part of many locals’ diet. And many Faroese point to regulations — including rules around the killing of mammals — aimed at making the practice sustainable as a reason to keep the tradition alive.",A,11,The New York Times,2021-09-15T17:24:52+0000,article,Foreign,World,Europe,News,nyt://article/18c1656f-529b-550e-ae09-8dab2591315a,704,nyt://article/18c1656f-529b-550e-ae09-8dab2591315a,1946,20,8
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The U.S. military evacuated 91,000 people out of a North Korean port in 1950. By some estimates, it was the single largest wartime refugee evacuation in American history until Afghanistan.",https://www.nytimes.com/2021/09/06/world/asia/korean-war-evacuation-afghanistan.html,"The U.S. military evacuated 91,000 people out of a North Korean port in 1950. By some estimates, it was the single largest wartime refugee evacuation in American history until Afghanistan.","SEOUL — When he watched the scenes of desperate refugees trying to escape Afghanistan during the American withdrawal ㅡ mothers clutching babies, men begging to board airplanes in Kabul — Sohn Yang-young, 70, felt tears welling up in his eyes, his heart aching as if he were there.",A,4,The New York Times,2021-09-06T02:27:50+0000,article,Foreign,World,Asia Pacific,News,nyt://article/199c4f1d-406e-5f25-98f0-8622c3c5f74c,1204,nyt://article/199c4f1d-406e-5f25-98f0-8622c3c5f74c,1946,20,8
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The parade, which marked the government’s 73rd anniversary, was seen as a celebration of those who have borne the brunt of the regime’s effort to rebuild the economy amid sanctions and the pandemic.",https://www.nytimes.com/2021/09/09/world/asia/north-korea-parade-covid-sanctions.html,"The parade, which marked the government’s 73rd anniversary, was seen as a celebration of those who have borne the brunt of the regime’s effort to rebuild the economy amid sanctions and the pandemic.","SEOUL — ​North Korea’s leader, Kim Jong-un, attended a national predawn military parade on Thursday, but skipped the opportunity to raise tensions with the United States through a fiery speech or the display of long-range ballistic missiles.",A,4,The New York Times,2021-09-09T08:57:37+0000,article,Foreign,World,Asia Pacific,News,nyt://article/1a21b9b2-9df0-52d9-bfde-c2913242c5c0,633,nyt://article/1a21b9b2-9df0-52d9-bfde-c2913242c5c0,1946,20,8
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,The Taliban have left hundreds of people stranded in Afghanistan awaiting approval for departure.,https://www.nytimes.com/2021/09/05/world/europe/afghanistan-us-citizens-taliban.html,The Taliban have left hundreds of people stranded in Afghanistan awaiting approval for departure.,"Around 1,000 people, including dozens of American citizens and Afghans holding visas to the United States or other countries, remained stuck in Afghanistan for the fifth day on Sunday as they awaited clearance for the departure from the Taliban. The holdup reflects the challenges of foreign governments working with the group, which has yet to form a government.",A,6,The New York Times,2021-09-05T19:57:06+0000,article,Foreign,World,Europe,News,nyt://article/1a64d00b-5501-59d9-9da4-751090673206,1080,nyt://article/1a64d00b-5501-59d9-9da4-751090673206,1946,20,8
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"With the final U.S. troops gone, triumphant scenes were clouded by the prospect of famine and financial collapse. The Taliban spokesman called for international engagement.",https://www.nytimes.com/2021/08/31/world/asia/afghanistan-taliban-airport.html,"With the final U.S. troops gone, triumphant scenes were clouded by the prospect of famine and financial collapse. The Taliban spokesman called for international engagement.","KABUL, Afghanistan — The Taliban celebrated a complete victory on Tuesday, achieving a goal they had nurtured through two decades: the exit of the last U.S. soldier from Afghanistan.",A,1,The New York Times,2021-08-31T19:59:08+0000,article,Foreign,World,Asia Pacific,News,nyt://article/1a8e38f4-b530-5d89-8dcd-10b01ed9dbc5,1082,nyt://article/1a8e38f4-b530-5d89-8dcd-10b01ed9dbc5,1946,20,8
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Militants posted images apparently taken in Bazarak, the capital of Panjshir Province in Afghanistan, where opposition forces have fought against their rule.",https://www.nytimes.com/2021/09/06/world/asia/afghanistan-panjshir-taliban-resistance.html,"Militants posted images apparently taken in Bazarak, the capital of Panjshir Province in Afghanistan, where opposition forces have fought against their rule.","The Taliban claimed on Monday to have captured the Panjshir Valley, raising their flag over the last Afghan provincial capital not firmly under their control, even as representatives of the opposition forces there maintained that they would fight on from the mountains.",A,8,The New York Times,2021-09-06T10:43:07+0000,article,Foreign,World,Asia Pacific,News,nyt://article/1b54f2af-5141-5488-8549-d7d9b343615d,850,nyt://article/1b54f2af-5141-5488-8549-d7d9b343615d,1946,20,8
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Hugo Carvajal, the former intelligence chief, had been hiding in Madrid, the police said, trying to avoid extradition to the United States.",https://www.nytimes.com/2021/09/10/world/europe/spain-venezuela-hugo-carvajal-arrest.html,"Hugo Carvajal, the former intelligence chief, had been hiding in Madrid, the police said, trying to avoid extradition to the United States.","MADRID — Venezuela’s former intelligence chief has been arrested in Madrid for a second time, almost two years after he evaded an extradition order to the United States to stand trial on drug-trafficking charges.",A,9,The New York Times,2021-09-10T09:47:37+0000,article,Foreign,World,Europe,News,nyt://article/1bd006ac-3268-512a-b76f-fe63993c4407,501,nyt://article/1bd006ac-3268-512a-b76f-fe63993c4407,1946,20,8
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Berlin has protested to Moscow after identifying repeated attempts to steal politicians’ private information before the election this month that will decide Angela Merkel’s successor.,https://www.nytimes.com/2021/09/10/world/europe/germany-russia-hacking-investigation.html,Berlin has protested to Moscow after identifying repeated attempts to steal politicians’ private information before the election this month that will decide Angela Merkel’s successor.,"BERLIN — The federal prosecutor’s office in Germany said Friday it was investigating who was responsible for a spate of hacking attempts aimed at lawmakers, amid growing concerns that Russia is trying to disrupt the Sept. 26 vote for a new government.",A,4,The New York Times,2021-09-10T11:04:52+0000,article,Foreign,World,Europe,News,nyt://article/1d039f69-52d4-5994-9047-bb83fa31715c,779,nyt://article/1d039f69-52d4-5994-9047-bb83fa31715c,1946,20,8
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"As the Taliban advanced, safe houses for women closed, and the staff sheltered girls at home as relatives released from prison threatened to kill them.",https://www.nytimes.com/2021/09/04/world/middleeast/afghanistan-women-shelter-taliban.html,"As the Taliban advanced, safe houses for women closed, and the staff sheltered girls at home as relatives released from prison threatened to kill them.","It took years for Women for Afghan Women to build up Afghanistan’s largest network of women’s protection services — 32 safe houses, family guidance centers and children’s homes in 14 provinces, growing by word of mouth and driven by the intense need for their services.",A,9,The New York Times,2021-09-04T13:18:35+0000,article,Foreign,World,Middle East,News,nyt://article/1d439b1e-55d7-50f7-a7ad-3de23a5114ed,1316,nyt://article/1d439b1e-55d7-50f7-a7ad-3de23a5114ed,1946,30,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,The British prime minister is betting that vaccinating adolescents and giving boosters to people over 50 will protect the health system and prevent new lockdowns.,https://www.nytimes.com/2021/09/14/world/europe/boris-johnson-vaccine-children.html,The British prime minister is betting that vaccinating adolescents and giving boosters to people over 50 will protect the health system and prevent new lockdowns.,"LONDON — When Prime Minister Boris Johnson fumbled his initial response to the coronavirus pandemic, his political fortunes faltered, only to rebound quickly thanks to Britain’s surprisingly effective vaccine rollout.",A,8,The New York Times,2021-09-14T19:04:02+0000,article,Foreign,World,Europe,News,nyt://article/1dbc2468-4946-5bdb-8620-381dadbd01f6,1209,nyt://article/1dbc2468-4946-5bdb-8620-381dadbd01f6,1946,30,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,A tribute to our Star-crossed landmark.,https://www.nytimes.com/2021/09/10/world/australia/why-i-will-miss-the-melbourne-star-no-joke.html,A tribute to our Star-crossed landmark.,The Australia Letter is a weekly newsletter from our Australia bureau. Sign up to get it by email.,NA,NA,The New York Times,2021-09-10T07:17:28+0000,article,Foreign,World,Australia,News,nyt://article/20f34754-3137-555e-882a-9e35f46e12fc,1056,nyt://article/20f34754-3137-555e-882a-9e35f46e12fc,1946,30,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Armin Laschet, Angela Merkel’s Christian Democratic Union party’s candidate for chancellor, is flagging in the polls, and he seems to be dragging the party down with him.",https://www.nytimes.com/2021/09/12/world/europe/german-election-armin-laschet-merkel.html,"Armin Laschet, Angela Merkel’s Christian Democratic Union party’s candidate for chancellor, is flagging in the polls, and he seems to be dragging the party down with him.","FRANKFURT AN DER ODER, Germany — His party is the biggest in Germany. It has won all but three elections since 1950, including the past four. Its departing chancellor is more popular than any politician in the country. And German voters crave stability and continuity.",A,6,The New York Times,2021-09-12T08:20:46+0000,article,Foreign,World,Europe,News,nyt://article/22233875-a3d9-5e37-9436-b6ba98689f02,1273,nyt://article/22233875-a3d9-5e37-9436-b6ba98689f02,1946,30,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"American military officials have denounced the ouster of a president in West Africa, and said they had no warning of what their students were planning.",https://www.nytimes.com/2021/09/10/world/africa/guinea-coup-americans.html,"American military officials have denounced the ouster of a president in West Africa, and said they had no warning of what their students were planning.","NAIROBI, Kenya — American Green Berets were training local forces in the West African nation of Guinea last weekend when their charges peeled away for a mission not listed in any military training manual: They mounted a coup.",A,9,The New York Times,2021-09-10T21:56:03+0000,article,Foreign,World,Africa,News,nyt://article/24d89e32-4bcd-5e6a-9eff-765f5f6ba33e,1145,nyt://article/24d89e32-4bcd-5e6a-9eff-765f5f6ba33e,1946,30,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The Gulf state played a major role in the American airlift, the latest evidence of the small but gas-rich country punching above its weight on the world stage.",https://www.nytimes.com/2021/09/07/world/middleeast/afghanistan-qatar-airlift.html,"The Gulf state played a major role in the American airlift, the latest evidence of the small but gas-rich country punching above its weight on the world stage.","DOHA, Qatar — As chaos took over the United States’ last-minute efforts to evacuate more than 120,000 of its citizens and partners from Afghanistan last month, a tiny, wealthy country that many Americans would struggle to find on a map suddenly found itself uniquely placed to help out.",A,1,The New York Times,2021-09-07T18:27:35+0000,article,Foreign,World,Middle East,News,nyt://article/26d50a9f-565e-526e-a58b-ae0ffcb60183,1187,nyt://article/26d50a9f-565e-526e-a58b-ae0ffcb60183,1946,30,12
